15:50:22, Fri Nov 27, 2015: User: mewing, xQuest Search Submitted from /IMSB/ra/mewing/8ProteinNewXquestMods.
9:22:59, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_35_06.
9:23:19, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_15_01.
9:23:48, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_45_05.
9:24:9, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_54_08.
9:24:30, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_23_04.
9:24:53, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_49_08.
9:25:12, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_45_09.
9:25:34, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_22_04.
9:25:57, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_24_04.
9:26:21, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_53_08.
9:26:43, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_37_06.
9:27:7, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_57_07.
9:27:25, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_30_03.
9:27:42, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_27_04.
9:28:0, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_48_08.
9:28:18, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_47_08.
9:28:45, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_60_07.
9:29:3, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_11_02.
9:29:23, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_42_05.
9:29:51, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_46_09.
9:30:9, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_39_06.
9:30:26, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_38_06.
9:30:43, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_34_06.
9:31:0, Thu Dec 5, 2019: User: sarnowsc, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/sarnowsc/2019_31_SF3/A1_SL4/Shift_12_02.
16:35:24, Mon Dec 9, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep1_non_FDR.
16:36:19, Mon Dec 9, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep2_non_FDR.
16:38:37, Mon Dec 9, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep3_non_FDR.
10:36:35, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep1.
10:37:40, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep2.
10:39:30, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4_DSS_AK_Rep3.
12:50:11, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep1_non_FDR.
12:51:52, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep1.
12:53:0, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep1_non_FDR.
12:54:16, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep2_non_FDR.
12:55:14, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep2.
12:56:15, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep3_non_FDR.
12:57:18, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep3.
13:7:48, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep1_non_FDR.
13:18:14, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH4.5_DSS_AK_Rep1.
13:20:41, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_0.
13:22:10, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_6_01.
13:23:48, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_6_01.
13:25:9, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_6_01.
14:54:16, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_6_01.
14:55:30, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep1_non_FDR.
14:56:10, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep1.
14:56:15, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep1.
14:56:40, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep1.
14:57:29, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep2_non_FDR.
14:58:15, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep2.
14:58:51, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep3_non_FDR.
14:59:11, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep3_non_FDR.
15:0:30, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5_DSS_AK_Rep3.
17:3:54, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep1_non_FDR.
17:4:59, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep1.
17:5:51, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep2_non_FDR.
17:9:31, Tue Dec 10, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep2.
17:33:54, Tue Dec 10, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191210_MG032_repeat/Shift_6_01.
9:18:8, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep3_non_FDR.
9:18:58, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH5.5_DSS_AK_Rep3.
14:19:49, Wed Dec 11, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/TORC1lr_Dec19.
14:22:28, Wed Dec 11, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/TORC2lr_Dec19.
14:23:58, Wed Dec 11, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/TORC1hr_Dec19.
14:26:34, Wed Dec 11, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/TORC2hr_Dec19.
16:22:38, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep1_non_FDR.
16:24:18, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep1.
16:31:0, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep2.
16:56:6, Wed Dec 11, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep2_non_FDR.
9:17:6, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep3_non_FDR.
9:17:43, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6_DSS_AK_Rep3.
9:55:26, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep1_non_FDR.
9:56:16, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep1.
13:13:35, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep2_non_FDR.
13:14:15, Thu Dec 12, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep2.
9:7:19, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep3_non_FDR.
9:8:39, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH6.5_DSS_AK_Rep3.
9:9:40, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH7_DSS_AK_Rep1_non_FDR.
9:10:35, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH7_DSS_AK_Rep1.
9:11:53, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH7_DSS_AK_Rep2_non_FDR.
9:12:57, Fri Dec 13, 2019: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191210_8mix_pH7_DSS_AK_Rep2.
10:24:21, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_LH.
10:26:24, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_LH.
10:30:16, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_LH.
10:44:0, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_l_FDR.
10:48:29, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_ZL.
10:54:8, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_LH2.
10:56:29, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_l_FDR2.
11:3:59, Wed Dec 18, 2019: User: ejensen, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/ejensen/191218_FcRn_IgGwtNIP_XP_ZL2.
16:51:0, Thu Dec 26, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Huntingtin_reanal_Dec19.
16:53:30, Thu Dec 26, 2019: User: aleitner, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/aleitner/Huntingtin_reanal_Dec19.
14:54:44, Fri Dec 27, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191227_MG043_DDA/Shift_6_01.
18:18:42, Fri Dec 27, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191227_MG043_DDA/Shift_6_01.
15:28:16, Sat Dec 28, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191228_MG043_DDA/Shift_6_01.
20:56:54, Sat Dec 28, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191228_MG043_DDA-alkylation/Shift_6_01.
14:38:45, Sun Dec 29, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191229_-alkylation/Shift_6_01.
14:49:39, Sun Dec 29, 2019: User: mgoetze, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/mgoetze/xq/191229_+alkylation/Shift_6_01.
11:47:30, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep1_non_FDR.
11:48:54, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep1.
11:51:32, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep2_non_FDR.
11:52:44, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep2.
11:53:38, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep3_non_FDR.
11:54:35, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4_DSS_AK_Rep3.
11:55:32, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep1_non_FDR.
11:57:5, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep1.
11:58:20, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep2_non_FDR.
11:59:13, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep2.
12:1:36, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep3_non_FDR.
12:2:48, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH4.5_DSS_AK_Rep3.
12:3:37, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep1_non_FDR.
12:4:33, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep1.
12:5:23, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep2_non_FDR.
12:6:11, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep2.
12:7:12, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep3_non_FDR.
12:7:57, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5_DSS_AK_Rep3.
12:8:42, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep1_non_FDR.
12:9:49, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep1.
12:11:30, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep2_non_FDR.
12:12:20, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep2.
12:13:16, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep3_non_FDR.
12:14:11, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH5.5_DSS_AK_Rep3.
12:15:25, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep1_non_FDR.
12:15:44, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep1_non_FDR.
12:16:21, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep1.
12:17:17, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep1.
12:25:42, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep2_non_FDR.
12:26:34, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep2.
12:27:24, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep3_non_FDR.
12:28:25, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep3_non_FDR.
12:29:40, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6_DSS_AK_Rep3.
12:30:35, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep1_non_FDR.
12:33:21, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep1.
12:34:20, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep2_non_FDR.
12:34:57, Fri Jan 3, 2020: User: arekelle, xQuest Search Submitted from /nfs/nas22.ethz.ch/fs2202/biol_imsb_aebersold_1/arekelle/191225_8mix_pH6.5_DSS_AK_Rep2.
